DATE,SP500,10yr,oil,djia,usd
2014-12-25,,,,,
2014-12-26,2088.77,2.24,54.59,18053.71,
2014-12-29,2090.57,,53.46,18038.23,85.0006
2014-12-30,2080.35,,54.14,17983.07,84.7628
2014-12-31,2058.9,,53.45,17823.07,85.0652
2015-01-01,,,53.45,,
2015-01-02,2058.2,2.18,52.72,17832.99,85.7577
2015-01-05,2020.58,,50.05,17501.65,86.2016
2015-01-06,2002.61,,47.98,17371.64,86.0471
2015-01-07,2025.9,,48.69,17584.52,86.7411
2015-01-08,2062.14,,48.8,17907.87,86.6519
2015-01-09,2044.81,2.0,48.35,17737.37,86.5625
2015-01-12,2028.26,,46.06,17640.84,86.6687
2015-01-13,2023.03,,45.92,17613.68,86.8629
2015-01-14,2011.27,,48.49,17427.09,86.6097
2015-01-15,1992.67,,46.37,17320.71,86.705
2015-01-16,2019.42,1.86,48.49,17511.57,86.9265
2015-01-19,,,,,
2015-01-20,2022.55,,46.79,17515.23,87.2325
2015-01-21,2032.12,,47.85,17554.28,87.6474
2015-01-22,2063.15,,45.93,17813.98,88.232
2015-01-23,2051.82,1.85,45.26,17672.6,88.8135
2015-01-26,2057.09,,44.8,17678.7,88.933
2015-01-27,2029.55,,45.84,17387.21,88.5382
2015-01-28,2002.16,,44.08,17191.37,88.7602
2015-01-29,2021.25,,44.12,17416.85,89.5227
2015-01-30,1994.99,1.77,47.79,17164.95,89.6269
2015-02-02,2020.85,,49.25,17361.04,89.1999
2015-02-03,2050.03,,53.04,17666.4,88.5294
2015-02-04,2041.51,,48.45,17673.02,88.8298
2015-02-05,2062.52,,50.48,17884.88,88.4552
2015-02-06,2055.47,1.81,51.66,17824.29,89.2113
2015-02-09,2046.74,,52.99,17729.21,89.0743
2015-02-10,2068.59,,50.06,17868.76,89.2924
2015-02-11,2068.53,,48.8,17862.14,89.7245
2015-02-12,2088.48,,51.17,17972.38,88.7701
2015-02-13,2096.99,2.0,52.66,18019.35,88.7433
2015-02-16,,,,,
2015-02-17,2100.34,,53.56,18047.58,
2015-02-18,2099.68,,52.13,18029.85,89.059
2015-02-19,2097.45,,51.12,17985.77,88.9089
2015-02-20,2110.3,2.11,49.95,18140.44,88.991
2015-02-23,2109.66,,49.56,18116.84,89.2486
2015-02-24,2115.48,,48.48,18209.19,89.4719
2015-02-25,2113.86,,50.25,18224.57,88.8158
2015-02-26,2110.74,,47.65,18214.42,89.5837
2015-02-27,2104.5,2.01,49.84,18132.7,89.6803
2015-03-02,2117.39,,49.59,18288.63,89.857
2015-03-03,2107.78,,50.43,18203.37,89.5246
2015-03-04,2098.53,,51.53,18096.9,90.096
2015-03-05,2101.04,,50.76,18135.72,
2015-03-06,2071.26,2.13,49.61,17856.78,91.5446
2015-03-09,2079.43,,49.95,17995.72,91.5574
2015-03-10,2044.16,,48.42,17662.94,92.199
2015-03-11,2040.24,,48.06,17635.39,93.091
2015-03-12,2065.95,,47.12,17895.22,92.7449
2015-03-13,2053.4,2.14,44.88,17749.31,93.4008
2015-03-16,2081.19,,43.93,17977.42,93.1269
2015-03-17,2074.28,,43.39,17849.08,93.0676
2015-03-18,2099.5,,44.63,18076.19,92.8928
2015-03-19,2089.27,,44.02,17959.03,92.8746
2015-03-20,2108.1,2.0,46.0,18127.65,91.6875
2015-03-23,2104.42,,47.4,18116.04,90.9113
2015-03-24,2091.5,,47.03,18011.14,90.98
2015-03-25,2061.05,,48.75,17718.54,90.6375
2015-03-26,2056.15,,51.41,17678.23,90.8036
2015-03-27,2061.02,1.94,48.83,17712.66,91.1357
2015-03-30,2086.24,,48.66,17976.31,91.8314
2015-03-31,2067.89,,47.72,17776.12,92.0599
2015-04-01,2059.69,,50.12,17698.18,91.7881
2015-04-02,2066.96,,49.13,17763.24,91.3544
2015-04-03,,1.91,49.13,,90.5271
2015-04-06,2080.62,,52.08,17880.85,90.4251
2015-04-07,2076.33,,53.95,17875.42,91.3037
2015-04-08,2081.9,,50.44,17902.51,91.347
2015-04-09,2091.18,,50.79,17958.73,92.2056
2015-04-10,2102.06,1.93,51.63,18057.65,92.5812
2015-04-13,2092.43,,51.95,17977.04,92.6684
2015-04-14,2095.84,,53.3,18036.7,91.8438
2015-04-15,2106.63,,56.25,18112.61,91.9237
2015-04-16,2104.99,,56.69,18105.77,90.8353
2015-04-17,2081.18,1.9,55.71,17826.3,90.7097
2015-04-20,2100.4,,56.37,18034.93,90.7896
2015-04-21,2097.29,,55.58,17949.59,90.9402
2015-04-22,2107.96,,56.17,18038.27,91.0597
2015-04-23,2112.93,,56.59,18058.69,90.5004
2015-04-24,2117.69,1.94,55.98,18080.14,90.1308
2015-04-27,2108.92,,55.56,18037.97,89.9196
2015-04-28,2114.76,,57.05,18110.14,89.319
2015-04-29,2106.85,,58.55,18035.53,88.3547
2015-04-30,2085.51,,59.62,17840.52,89.0096
2015-05-01,2108.29,2.03,59.1,18024.06,89.1848
2015-05-04,2114.49,,58.92,18070.4,89.1789
2015-05-05,2089.46,,60.38,17928.2,88.7973
2015-05-06,2080.15,,60.93,17841.98,88.0236
2015-05-07,2088.0,,58.99,17924.06,88.5882
2015-05-08,2116.1,2.19,59.41,18191.11,88.5252
2015-05-11,2105.33,,59.23,18105.17,88.8918
2015-05-12,2099.12,,60.72,18068.23,88.2035
2015-05-13,2098.48,,60.5,18060.49,87.5127
2015-05-14,2121.1,,59.89,18252.24,87.6232
2015-05-15,2122.73,2.24,59.73,18272.56,87.5059
2015-05-18,2129.2,,59.44,18298.88,88.1553
2015-05-19,2127.83,,57.3,18312.39,89.1839
2015-05-20,2125.85,,58.96,18285.4,89.5066
2015-05-21,2130.82,,60.18,18285.74,89.2143
2015-05-22,2126.06,2.23,58.88,18232.02,89.8915
2015-05-25,,,58.88,,
2015-05-26,2104.2,,57.29,18041.54,90.9928
2015-05-27,2123.48,,57.51,18162.99,91.1925
2015-05-28,2120.79,,57.69,18126.12,91.1521
2015-05-29,2107.39,2.13,60.25,18010.68,90.8242
2015-06-01,2111.73,,60.24,18040.37,91.4334
2015-06-02,2109.6,,61.3,18011.94,90.2311
2015-06-03,2114.07,,59.67,18076.27,89.6853
2015-06-04,2095.84,,58.0,17905.58,89.8962
2015-06-05,2092.83,2.31,59.11,17849.46,90.6846
2015-06-08,2079.28,,58.15,17766.55,90.0514
2015-06-09,2080.15,,60.15,17764.04,89.4579
2015-06-10,2105.2,,61.36,18000.4,89.0339
2015-06-11,2108.86,,60.74,18039.37,89.5025
2015-06-12,2094.11,2.42,59.96,17898.84,89.2021
2015-06-15,2084.43,,59.53,17791.17,89.3301
2015-06-16,2096.29,,60.01,17904.48,89.3969
2015-06-17,2100.44,,59.89,17935.74,89.3945
2015-06-18,2121.24,,60.41,18115.84,88.3599
2015-06-19,2109.99,2.32,59.62,18015.95,88.7238
2015-06-22,2122.85,,60.01,18119.78,88.6982
2015-06-23,2124.2,,61.05,18144.07,89.5408
2015-06-24,2108.58,,60.01,17966.07,89.8757
2015-06-25,2102.31,,59.59,17890.36,89.5816
2015-06-26,2101.49,2.41,59.41,17946.68,89.7886
2015-06-29,2057.64,,58.34,17596.35,89.5423
2015-06-30,2063.11,,59.48,17619.51,89.8171
2015-07-01,2077.42,,56.94,17757.91,90.4411
2015-07-02,2076.78,,56.93,17730.11,90.4697
2015-07-03,,2.38,56.93,,
2015-07-06,2068.76,,52.48,17683.58,90.594
2015-07-07,2081.34,,52.33,17776.91,91.3568
2015-07-08,2046.68,,51.61,17515.42,90.7657
2015-07-09,2051.31,,52.76,17548.62,91.0129
2015-07-10,2076.62,2.31,52.74,17760.41,90.6362
2015-07-13,2099.6,,52.19,17977.68,91.2646
2015-07-14,2108.95,,53.05,18053.58,91.1964
2015-07-15,2107.4,,51.4,18050.17,91.8313
2015-07-16,2124.29,,50.9,18120.25,92.0911
2015-07-17,2126.64,2.38,50.88,18086.45,92.4188
2015-07-20,2128.28,,50.11,18100.41,92.4286
2015-07-21,2119.21,,50.59,17919.29,92.0637
2015-07-22,2114.15,,49.27,17851.04,92.362
2015-07-23,2102.15,,48.11,17731.92,92.0648
2015-07-24,2079.65,2.32,47.98,17568.53,92.1666
2015-07-27,2067.64,,47.17,17440.59,91.4854
2015-07-28,2093.25,,47.97,17630.27,91.568
2015-07-29,2108.57,,48.77,17751.39,91.6246
2015-07-30,2108.63,,48.53,17745.98,92.3826
2015-07-31,2103.84,2.25,47.11,17689.86,91.9203
2015-08-03,2098.04,,45.25,17598.2,92.3936
2015-08-04,2093.32,,45.75,17550.69,92.362
2015-08-05,2099.84,,45.13,17540.47,92.9313
2015-08-06,2083.56,,44.69,17419.75,92.7097
2015-08-07,2077.57,2.22,43.87,17373.38,92.5141
2015-08-10,2104.18,,44.94,17615.17,92.2482
2015-08-11,2084.07,,43.11,17402.84,92.3403
2015-08-12,2086.05,,43.22,17402.51,91.212
2015-08-13,2083.39,,42.27,17408.25,91.6863
2015-08-14,2091.54,2.18,42.45,17477.4,91.7807
2015-08-17,2102.44,,41.93,17545.18,91.9286
2015-08-18,2096.92,,42.58,17511.34,92.0601
2015-08-19,2079.61,,40.75,17348.73,92.0872
2015-08-20,2035.73,,41.0,16990.69,91.311
2015-08-21,1970.89,2.12,40.45,16459.75,90.7105
2015-08-24,1893.21,,38.22,15871.35,89.6952
2015-08-25,1867.61,,39.15,15666.44,90.6506
2015-08-26,1940.51,,38.5,16285.51,90.7639
2015-08-27,1987.66,,42.47,16654.77,91.324
2015-08-28,1988.87,2.14,45.29,16643.01,91.7719
2015-08-31,1972.18,,49.2,16528.03,91.6432
2015-09-01,1913.85,,45.38,16058.35,91.1948
2015-09-02,1948.86,,46.3,16351.38,91.5646
2015-09-03,1951.13,,46.75,16374.76,91.8858
2015-09-04,1921.22,2.18,46.02,16102.38,91.9256
2015-09-07,,,46.02,,
2015-09-08,1969.41,,45.92,16492.68,91.5025
2015-09-09,1942.04,,44.13,16253.57,91.7519
2015-09-10,1952.29,,45.85,16330.4,91.3142
2015-09-11,1961.05,2.21,44.75,16433.09,91.1705
2015-09-14,1953.03,,44.07,16370.96,91.1326
2015-09-15,1978.09,,44.58,16599.85,91.4077
2015-09-16,1995.31,,47.12,16739.95,90.9984
2015-09-17,1990.2,,46.93,16674.74,91.0359
2015-09-18,1958.03,2.22,44.71,16384.58,90.5877
2015-09-21,1966.97,,46.67,16510.19,91.4764
2015-09-22,1942.74,,46.17,16330.47,91.8303
2015-09-23,1938.76,,44.53,16279.89,91.9342
2015-09-24,1932.24,,44.94,16201.32,91.6035
2015-09-25,1931.34,2.16,45.55,16314.67,91.9362
2015-09-28,1881.77,,44.4,16001.89,91.747
2015-09-29,1884.09,,45.24,16049.13,91.8065
2015-09-30,1920.03,,45.06,16284.7,92.1031
2015-10-01,1923.82,,44.75,16272.01,91.6013
2015-10-02,1951.36,2.05,45.54,16472.37,91.23
2015-10-05,1987.05,,46.28,16776.43,91.3642
2015-10-06,1979.92,,48.53,16790.19,90.978
2015-10-07,1995.83,,47.86,16912.29,90.9149
2015-10-08,2013.43,,49.46,17050.75,90.7481
2015-10-09,2014.89,2.09,49.67,17084.49,90.3207
2015-10-12,2017.46,,47.09,17131.86,
2015-10-13,2003.69,,46.7,17081.89,90.3162
2015-10-14,1994.24,,46.63,16924.75,89.9491
2015-10-15,2023.86,,46.38,17141.75,89.7123
2015-10-16,2033.11,2.03,47.3,17215.97,90.1586
2015-10-19,2033.66,,45.91,17230.54,90.4193
2015-10-20,2030.77,,45.84,17217.11,90.2639
2015-10-21,2018.94,,45.22,17168.61,90.6328
2015-10-22,2052.51,,44.9,17489.16,91.4164
2015-10-23,2075.15,2.06,43.91,17646.7,92.1375
2015-10-26,2071.18,,43.19,17623.05,91.9033
2015-10-27,2065.89,,43.21,17581.43,92.0949
2015-10-28,2090.35,,45.93,17779.52,91.9116
2015-10-29,2089.41,,46.02,17755.8,92.4444
2015-10-30,2079.36,2.11,46.6,17663.54,91.8307
2015-11-02,2104.05,,46.12,17828.76,91.9118
2015-11-03,2109.79,,47.88,17918.15,92.3006
2015-11-04,2102.31,,46.32,17867.58,92.7765
2015-11-05,2099.93,,45.27,17863.43,92.8565
2015-11-06,2099.2,2.26,44.32,17910.33,93.9096
2015-11-09,2078.58,,43.87,17730.48,93.6996
2015-11-10,2081.72,,44.23,17758.21,94.0156
2015-11-11,2075.0,,42.95,17702.22,
2015-11-12,2045.97,,41.74,17448.07,93.6685
2015-11-13,2023.04,2.32,40.69,17245.24,93.9256
2015-11-16,2053.19,,41.68,17483.01,94.041
2015-11-17,2050.44,,40.73,17489.5,94.3209
2015-11-18,2083.58,,40.75,17737.16,94.3881
2015-11-19,2081.24,,40.55,17732.75,93.6043
2015-11-20,2089.17,2.26,39.39,17823.81,94.139
2015-11-23,2086.59,,39.27,17792.68,94.4826
2015-11-24,2089.14,,40.89,17812.19,94.1376
2015-11-25,2088.87,,41.22,17813.39,94.2719
2015-11-26,,,41.22,,
2015-11-27,2090.11,2.24,40.57,17798.49,94.5733
2015-11-30,2080.41,,40.43,17719.92,94.6528
2015-12-01,2102.63,,40.58,17888.35,94.4438
2015-12-02,2079.51,,39.93,17729.68,94.7289
2015-12-03,2049.62,,41.08,17477.67,93.359
2015-12-04,2091.69,2.23,40.0,17847.63,93.3429
2015-12-07,2077.07,,37.64,17730.51,93.8651
2015-12-08,2063.59,,37.46,17568.0,93.8934
2015-12-09,2047.62,,37.16,17492.3,93.2645
2015-12-10,2052.23,,36.76,17574.75,93.3286
2015-12-11,2012.37,2.21,35.65,17265.21,93.2573
2015-12-14,2021.94,,36.31,17368.5,93.2336
2015-12-15,2043.41,,37.32,17524.91,93.8606
2015-12-16,2073.07,,35.55,17749.09,93.9207
2015-12-17,2041.89,,34.98,17495.84,94.9732
2015-12-18,2005.55,2.25,34.72,17128.55,94.391
2015-12-21,2021.15,,34.55,17251.62,94.3218
2015-12-22,2038.97,,36.12,17417.27,93.9978
2015-12-23,2064.29,,36.76,17602.61,94.2356
2015-12-24,2060.99,,37.62,17552.17,93.7658
2015-12-25,,2.24,37.6,,
2015-12-28,2056.5,,36.36,17528.27,93.7863
2015-12-29,2078.36,,37.88,17720.98,94.006
2015-12-30,2063.36,,36.59,17603.87,94.0808
2015-12-31,2043.94,,37.13,17425.03,94.2472
2016-01-01,,2.29,37.13,,
2016-01-04,2012.66,,36.81,17148.94,94.6663
2016-01-05,2016.71,,35.97,17158.66,94.9326
2016-01-06,1990.26,,33.97,16906.51,95.0333
2016-01-07,1943.09,,33.29,16514.1,94.577
2016-01-08,1922.03,2.19,33.2,16346.45,94.6521
2016-01-11,1923.67,,31.42,16398.57,94.727
2016-01-12,1938.68,,30.42,16516.22,95.1846
2016-01-13,1890.28,,30.42,16151.41,95.0987
2016-01-14,1921.84,,31.22,16379.05,95.2875
2016-01-15,1880.33,2.1,29.45,15988.08,95.1338
2016-01-18,,,,,
2016-01-19,1881.33,,28.47,16016.02,95.4751
2016-01-20,1859.33,,26.68,15766.74,95.4884
2016-01-21,1868.99,,29.55,15882.68,95.2326
2016-01-22,1906.9,2.04,32.07,16093.51,95.1776
2016-01-25,1877.08,,30.31,15885.22,
2016-01-26,1903.63,,29.54,16167.23,
2016-01-27,1882.95,,32.32,15944.46,94.854
2016-01-28,1893.36,,33.21,16069.64,94.5195
2016-01-29,1940.24,2.0,33.66,16466.3,95.3746
2016-02-01,1939.38,,31.62,16449.18,94.9287
2016-02-02,1903.03,,29.9,16153.54,94.8171
2016-02-03,1912.53,,32.29,16336.66,93.4923
2016-02-04,1915.45,,31.63,16416.58,92.5278
2016-02-05,1880.05,1.89,30.86,16204.97,93.1859
2016-02-08,1853.44,,29.71,16027.05,92.9784
2016-02-09,1852.21,,27.96,16014.38,92.225
2016-02-10,1851.86,,27.54,15914.74,92.6147
2016-02-11,1829.08,,26.19,15660.18,91.765
2016-02-12,1864.78,1.71,29.32,15973.84,92.1875
2016-02-15,,,,,
2016-02-16,1895.58,,29.05,16196.41,92.8133
2016-02-17,1926.82,,30.68,16453.83,92.5043
2016-02-18,1917.83,,30.77,16413.43,92.6647
2016-02-19,1917.78,1.78,29.59,16391.99,92.5236
2016-02-22,1945.5,,31.37,16620.66,92.8785
2016-02-23,1921.27,,31.84,16431.78,93.0056
2016-02-24,1929.8,,30.35,16484.99,92.8815
2016-02-25,1951.7,,31.4,16697.29,92.6798
2016-02-26,1948.05,1.75,31.65,16639.97,93.1882
2016-02-29,1932.23,,32.74,16516.5,93.2101
2016-03-01,1978.35,,34.39,16865.08,93.1934
2016-03-02,1986.45,,34.57,16899.32,93.2026
2016-03-03,1993.4,,34.56,16943.9,92.5766
2016-03-04,1999.99,1.82,35.91,17006.77,92.2166
2016-03-07,2001.76,,37.9,17073.95,92.118
2016-03-08,1979.26,,36.67,16964.1,92.0882
2016-03-09,1989.26,,37.62,17000.36,91.8408
2016-03-10,1989.57,,37.77,16995.13,91.5824
2016-03-11,2022.19,1.91,38.51,17213.31,91.1559
2016-03-14,2019.64,,37.2,17229.13,91.6314
2016-03-15,2015.93,,36.32,17251.53,91.7412
2016-03-16,2027.22,,38.43,17325.76,92.0399
2016-03-17,2040.59,,40.17,17481.49,89.8565
2016-03-18,2049.58,1.93,39.47,17602.3,89.9368
2016-03-21,2051.6,,39.91,17623.87,90.2985
2016-03-22,2049.8,,41.45,17582.57,90.4955
2016-03-23,2036.71,,38.28,17502.59,91.1568
2016-03-24,2035.94,,38.14,17515.73,91.3394
2016-03-25,,1.91,,,91.3881
2016-03-28,2037.05,,37.99,17535.39,91.0155
2016-03-29,2055.01,,36.91,17633.11,90.9598
2016-03-30,2063.95,,36.91,17716.66,89.9472
2016-03-31,2059.74,,36.94,17685.09,89.7171
2016-04-01,2072.78,1.82,35.36,17792.75,89.9376
2016-04-04,2066.13,,34.3,17737.0,89.7926
2016-04-05,2045.17,,34.52,17603.32,90.0674
2016-04-06,2066.66,,37.74,17716.05,89.5687
2016-04-07,2041.91,,37.3,17541.96,89.7561
2016-04-08,2047.6,1.74,39.74,17576.96,89.3861
2016-04-11,2041.99,,40.46,17556.41,89.0725
2016-04-12,2061.72,,42.12,17721.25,88.96
2016-04-13,2082.42,,41.7,17908.28,89.4546
2016-04-14,2082.78,,41.45,17926.43,89.629
2016-04-15,2080.73,1.77,40.4,17897.46,89.4733
2016-04-18,2094.34,,39.74,,89.2632
2016-04-19,2100.8,,40.88,,88.7208
2016-04-20,2102.4,,42.72,,88.8875
2016-04-21,2091.48,,43.18,,89.206
2016-04-22,2091.58,1.84,42.76,,89.5893
2016-04-25,2087.79,,41.67,,89.371
2016-04-26,2091.7,,42.52,,89.0395
2016-04-27,2095.15,,45.29,,89.1455
2016-04-28,2075.81,,46.03,,88.5884
2016-04-29,2065.3,1.88,45.98,,87.9695
2016-05-02,2081.43,,44.75,,87.6219
2016-05-03,2063.37,,43.65,,88.0097
2016-05-04,2051.12,,43.77,,88.6156
2016-05-05,2050.63,,44.33,,88.8924
2016-05-06,2057.14,1.81,44.58,,88.9463
2016-05-09,2058.69,,43.45,,89.3943
2016-05-10,2084.39,,44.68,,89.4658
2016-05-11,2064.46,,46.21,,88.9053
2016-05-12,2064.11,,46.64,,89.2289
2016-05-13,2046.61,1.75,46.22,,89.8038
2016-05-16,2066.66,,47.72,,89.5386
2016-05-17,2047.21,,48.29,,89.4604
2016-05-18,2047.63,,48.12,,89.8005
2016-05-19,2040.04,,48.16,,90.4491
2016-05-20,2052.32,1.82,47.67,,90.6609
2016-05-23,2048.04,,48.12,,90.6591
2016-05-24,2076.06,,48.04,,90.7168
2016-05-25,2090.54,,49.1,,90.611
2016-05-26,2090.1,,49.0,,90.2362
2016-05-27,2099.06,1.85,49.36,,90.47
2016-05-30,,,,,
2016-05-31,2096.96,,49.1,,90.8375
2016-06-01,2099.33,,49.07,,90.6212
2016-06-02,2105.26,,49.14,,90.5316
2016-06-03,2099.13,1.8,48.69,,89.3204
2016-06-06,2109.41,,49.71,,89.1211
2016-06-07,2112.13,,50.37,,88.8895
2016-06-08,2119.12,,51.23,,88.4402
2016-06-09,2115.48,,50.52,,88.7943
2016-06-10,2096.07,1.7,49.09,,89.1121
2016-06-13,2079.06,,48.89,,89.1662
2016-06-14,2075.32,,48.49,,89.5384
2016-06-15,2071.5,,47.92,,89.5294
2016-06-16,2077.99,,46.14,,89.9058
2016-06-17,2071.22,1.61,48.0,,89.1302
2016-06-20,2083.25,,49.4,,88.5785
2016-06-21,2088.9,,48.95,,88.8066
2016-06-22,2085.45,,49.16,,88.7177
2016-06-23,2113.32,,49.34,,88.3633
2016-06-24,2037.41,1.68,46.7,,89.8117
2016-06-27,2000.54,,45.8,,90.6334
2016-06-28,2036.09,,47.93,,90.6604
2016-06-29,2070.77,,49.85,,90.0971
2016-06-30,2098.86,,48.27,,90.584
2016-07-01,2102.95,1.47,49.02,,89.892
2016-07-04,,,,,
2016-07-05,2088.55,,46.73,,90.2657
2016-07-06,2099.73,,47.37,,90.3601
2016-07-07,2097.9,,45.22,,90.3247
2016-07-08,2129.9,1.38,45.37,,90.5723
2016-07-11,2137.16,,44.73,,90.8928
2016-07-12,2152.14,,46.82,,90.6943
2016-07-13,2152.43,,44.87,,90.3969
2016-07-14,2163.75,,45.64,,90.387
2016-07-15,2161.74,1.51,45.93,,90.8164
2016-07-18,2166.89,,45.23,,90.7627
2016-07-19,2163.78,,44.64,,91.2104
2016-07-20,2173.02,,44.96,,91.2993
2016-07-21,2165.17,,43.96,,91.1923
2016-07-22,2175.03,1.58,43.41,,91.7229
2016-07-25,2168.48,,42.4,,91.7101
2016-07-26,2169.18,,42.16,,91.5145
2016-07-27,2166.58,,41.9,,91.6858
2016-07-28,2170.06,,41.13,,91.0166
2016-07-29,2173.6,1.53,41.54,,90.0325
2016-08-01,2170.84,,40.05,,90.144
2016-08-02,2157.03,,39.5,,89.6752
2016-08-03,2163.79,,40.8,,89.9403
2016-08-04,2164.25,,41.92,,90.0254
2016-08-05,2182.87,1.54,41.83,,90.6646
2016-08-08,2180.89,,43.06,,90.7712
2016-08-09,2181.74,,42.78,,90.5007
2016-08-10,2175.49,,41.75,,90.056
2016-08-11,2185.79,,43.51,,89.9869
2016-08-12,2184.05,1.54,44.47,,89.8341
2016-08-15,2190.15,,45.72,,89.7295
2016-08-16,2178.15,,46.57,,89.1298
2016-08-17,2182.22,,46.81,,89.2555
2016-08-18,2187.02,,48.2,,88.6645
2016-08-19,2183.87,1.56,48.48,,88.9845
2016-08-22,2182.64,,46.8,,89.1167
2016-08-23,2186.9,,47.54,,89.0277
2016-08-24,2175.44,,46.29,,89.3029
2016-08-25,2172.47,,46.97,,89.2849
2016-08-26,2169.04,1.57,47.64,,89.5294
2016-08-29,2180.38,,46.97,,90.0603
2016-08-30,2176.12,,46.32,,90.4284
2016-08-31,2170.95,,44.68,,90.5736
2016-09-01,2170.86,,43.17,,90.2592
2016-09-02,2179.98,1.58,44.39,,90.2863
2016-09-05,,,44.39,,
2016-09-06,2186.48,,44.85,,89.3205
2016-09-07,2186.16,,45.47,,89.3795
2016-09-08,2181.3,,47.63,,89.461
2016-09-09,2127.81,1.59,45.88,,89.9972
2016-09-12,2159.04,,46.28,,89.8663
2016-09-13,2127.02,,44.91,,90.1175
2016-09-14,2125.77,,43.62,,90.0495
2016-09-15,2147.26,,43.85,,90.0282
2016-09-16,2139.16,1.7,43.04,,90.5795
2016-09-19,2139.12,,43.34,,90.3828
2016-09-20,2139.76,,43.85,,90.5188
2016-09-21,2163.12,,45.33,,90.2977
2016-09-22,2177.18,,46.1,,89.7054
2016-09-23,2164.69,1.66,44.36,,90.0937
2016-09-26,2146.1,,45.6,,89.8734
2016-09-27,2159.93,,44.65,,90.188
2016-09-28,2171.37,,47.07,,90.2273
2016-09-29,2151.13,,47.72,,89.9109
2016-09-30,2168.27,1.58,47.72,,89.9324
2016-10-03,2161.2,,48.8,,90.232
2016-10-04,2150.49,,48.67,,90.5212
2016-10-05,2159.73,,49.75,,90.706
2016-10-06,2160.77,,50.44,,91.0422
2016-10-07,2153.74,1.7,49.76,,91.299
2016-10-10,2163.66,,49.76,,
2016-10-11,2136.73,,50.72,,91.6609
2016-10-12,2139.18,,50.14,,92.0748
2016-10-13,2132.55,,50.47,,91.7452
2016-10-14,2132.98,1.78,50.35,,91.9004
2016-10-17,2126.5,,49.97,,91.7494
2016-10-18,2139.6,,50.3,,91.5885
2016-10-19,2144.29,,51.59,,91.642
2016-10-20,2141.34,,50.31,,92.0592
2016-10-21,2141.16,1.76,50.61,,92.6081
2016-10-24,2151.33,,50.18,,92.669
2016-10-25,2143.16,,49.45,,92.5881
2016-10-26,2139.43,,48.75,,92.5207
2016-10-27,2133.04,,49.71,,92.7911
2016-10-28,2126.41,1.81,48.72,,92.7324
2016-10-31,2126.15,,46.83,,92.5634
2016-11-01,2111.72,,46.66,,92.1047
2016-11-02,2097.94,,45.32,,91.5726
2016-11-03,2088.66,,44.66,,91.58
2016-11-04,2085.18,1.82,44.07,,91.4468
2016-11-07,2131.52,,44.88,,91.9947
2016-11-08,2139.56,,44.96,,91.9786
2016-11-09,2163.26,,45.2,,92.3532
2016-11-10,2167.48,,44.62,,92.9838
2016-11-11,2164.45,1.98,43.39,,
2016-11-14,2164.2,,43.29,,94.077
2016-11-15,2180.39,,45.86,,93.9808
2016-11-16,2176.94,,45.56,,94.0024
2016-11-17,2187.12,,45.37,,94.2742
2016-11-18,2181.9,2.26,45.69,,94.8995
2016-11-21,2198.18,,47.48,,94.7331
2016-11-22,2202.94,,48.07,,94.6755
2016-11-23,2204.72,,46.72,,95.1429
2016-11-24,,,46.72,,
2016-11-25,2213.35,2.34,46.72,,95.15
2016-11-28,2201.72,,45.66,,94.924
2016-11-29,2204.66,,45.29,,94.7906
2016-11-30,2198.81,,49.41,,95.2186
2016-12-01,2191.08,,51.08,,94.7229
2016-12-02,2191.95,2.37,51.7,,94.3916
2016-12-05,2204.71,,51.72,,94.1473
2016-12-06,2212.23,,50.95,,94.1672
2016-12-07,2241.35,,49.85,,93.9442
2016-12-08,2246.19,,50.84,,94.5114
2016-12-09,2259.53,2.4,51.51,,94.8394
2016-12-12,2256.96,,52.74,,94.4962
2016-12-13,2271.72,,52.99,,94.3169
2016-12-14,2253.28,,51.01,,94.1979
2016-12-15,2262.03,,50.9,,96.5689
2016-12-16,2258.07,2.54,51.93,,95.9966
2016-12-19,2262.53,,52.13,,96.0422
2016-12-20,2270.76,,52.22,,96.4316
2016-12-21,2265.18,,51.44,,96.3222
2016-12-22,2260.96,,51.98,,96.3475
2016-12-23,2263.79,2.55,52.01,,96.5085
2016-12-26,,,,,
2016-12-27,2268.88,,52.82,,96.5532
2016-12-28,2249.92,,54.01,,96.8665
2016-12-29,2249.26,,53.8,,96.1354
2016-12-30,2238.83,2.51,53.75,,95.7228
2017-01-02,,,,,
2017-01-03,2257.83,,52.36,,96.4677
2017-01-04,2270.75,,53.26,,95.8582
2017-01-05,2269.0,,53.77,,94.8563
2017-01-06,2276.98,2.43,53.98,,95.2662
2017-01-09,2268.9,,51.95,,95.1949
2017-01-10,2268.9,,50.82,,95.1519
2017-01-11,2275.32,,52.19,,95.5418
2017-01-12,2270.44,,53.01,,94.286
2017-01-13,2274.64,2.38,52.36,,94.616
2017-01-16,,,,,
2017-01-17,2267.89,,52.45,,93.791
2017-01-18,2271.89,,51.12,,94.1644
2017-01-19,2263.69,,51.39,,94.9218
2017-01-20,2271.31,2.43,52.33,,
2017-01-23,2265.2,,52.77,,93.9656
2017-01-24,2280.07,,52.38,,93.7379
2017-01-25,2298.37,,52.14,,93.5492
2017-01-26,2296.68,,53.24,,94.0485
2017-01-27,2294.69,2.48,53.18,,94.0567
2017-01-30,2280.9,,52.63,,93.917
2017-01-31,2278.87,,52.75,,93.1296
